time,HLD_35-AIT-1035.PV,HLD_35-AIT-1034.PV,HLD_35-TIC-0004.,HLD_35-TIC-0014.,HLD_35-SI-1303.,HLD_35-SI-1203.,HLD_35-TI-0040.,HLD_35-TI-0020.,HLD_35-PI-0005.,HLD_35-FIT-1020.INUSE2,HLD_35-TIT-0015.,HLD_35-PI-0015.,HLD_30-TI-0023.,HLD_30-PIT-0009.,HLD_30-FIT-1002.,HLD_30-TI-0013.,HLD_30-PIT-1013.,HLD_30-PIC-1004.,HLD_30-TI-1002.,HLD_30-TIC-1003.,HLD_30-FIC-1000.,HLD_30-TIT-1027A.,HLD_30-PIT-1007B.,HLD_30-PDI-1016A.,HLD_30-PDI-1016B.,HLD_30-PDI-1017.,HLD_30-PDI-1009.,HLD_30-PDI-1015.,HLD_30-TI-1011.,HLD_30-TI-1010.,HLD_30-TI-1014.,HLD_30-TI-1009.,HLD_30-PDI-1007.,HLD_30-PDI-1021.,HLD_30-TI-1015.,HLD_30-TI-1016.,HLD_30-TI-1026.,HLD_30-TI-1017.,HLD_30-TIT-1023.,HLD_30-PI-1002A.
23.07.2021 22:00,2.205419779,1.539248586,13.49532223,22.75271225,11080.78418,16.6015625,22.62158585,13.5586319,-0.078413881,63.17336273,22.76939583,64.52339172,37.64457703,120.0935059,3914.908691,41.02388763,3.986522675,208.0625305,103.4078522,199.8251953,180.1028442,79.59836578,2.741569281,0.454361171,-0.012300382,0.145081893,0.181909546,0.045691945,59.77082825,160.3180237,79.77250671,185.0027313,-0.221367314,-0.017939307,80.05965424,62.41830444,44.82746506,61.658638,47.21083069,210.8504639
23.07.2021 23:00,1.991414785,1.176744342,13.55142689,24.56579399,11800.85742,16.6015625,24.20425987,13.60505676,-0.07857202,50.56262589,24.46980858,64.96855164,36.99043655,130.8083801,3903.663574,41.4648056,3.98714757,198.8751068,103.5402756,199.8342133,179.5679627,79.77346802,2.745285511,0.451656342,-0.012298939,0.14466247,0.181803778,0.045719042,60.15993118,160.3778992,80.23674011,184.9331665,-0.220174253,-0.018044218,80.0769577,62.64882278,45.83986282,61.94181442,48.89968109,207.6295013
24.07.2021 00:00,1.881622434,0.902928948,13.55324745,22.30753708,12039.95898,16.6015625,22.23511887,13.65148258,-0.078754641,61.48398209,22.26530838,64.77013397,32.07540131,133.6138001,3895.129639,41.25148392,3.987772703,197.5487213,101.8604889,200.0891571,180.1582489,79.79857636,2.749001741,0.457822949,-0.012288757,0.144854456,0.182556808,0.045679312,60.31466675,160.5267487,80.45812988,184.9322052,-0.22025314,-0.016262095,80.09425354,62.05146408,43.92757034,62.23867416,48.99349976,209.7065582
24.07.2021 01:00,2.093512058,1.120294929,13.55506802,22.4425869,11977.01172,17.93424797,22.17248535,13.6979084,-0.078937262,61.34720993,22.33702087,64.45870972,31.79590988,132.7378845,3898.248779,40.78778839,3.99012804,181.5197601,102.9389954,200.0946808,180.4166565,80.04058075,2.752717972,0.464089572,-0.012293228,0.144773036,0.183334678,0.045489881,60.11267471,160.7859345,79.94931793,185.0391693,-0.219709322,-0.01946432,80.11154938,60.82244492,41.99656677,61.7342453,48.27795029,188.4347687
24.07.2021 02:00,2.181924343,0.934360445,13.55688763,22.33707619,11968.7168,16.78051186,22.26188278,13.79791164,-0.079119883,53.40968704,22.2125721,64.71199799,31.94680977,133.7527466,3901.870117,40.50825119,3.992925644,187.387558,104.390564,200.1001892,180.2258606,79.96712494,2.74314332,0.46621573,-0.012293227,0.145248458,0.183857307,0.045377832,59.72648239,160.8054352,79.62560272,185.1234589,-0.219736412,-0.018964725,80.12884522,60.78026199,41.3341713,61.1741333,48.92507935,142.480835
24.07.2021 03:00,2.251994848,1.081693173,13.55870819,22.41891861,12001.08008,17.08897591,22.37165642,13.91727924,-0.079302505,63.71617127,22.34438896,64.4000473,31.61110687,132.4811859,3894.542969,40.4397583,3.995723009,189.4846039,105.3885346,200.1056976,180.0604248,79.95625305,2.719383717,0.467201978,-0.012293225,0.145377725,0.182824254,0.045293543,59.34028626,160.9766388,79.46064758,185.3248749,-0.220908374,-0.019816957,80.14614868,60.68459702,40.99329376,60.61401749,47.07414246,221.4538422
24.07.2021 04:00,2.227667093,1.457722664,13.56052876,22.30161667,11959.51856,17.39743996,22.32280159,14.0366478,-0.079485126,55.70717239,22.23420334,64.52664185,31.87653732,133.5420685,3901.289551,40.33430481,3.998520374,197.2765045,104.5561523,200.1112061,180.3242493,79.92581177,2.778573751,0.479377896,-0.012293223,0.145813972,0.183742389,0.045304809,58.95960617,160.9004974,79.32162476,185.4055939,-0.222225338,-0.017304171,80.16344452,60.35904694,40.87118149,60.33600998,51.0873909,159.436264
24.07.2021 05:00,2.321927309,1.758685231,13.56234932,22.36356735,11977.71094,17.70590591,22.26939964,14.1560154,-0.079667747,57.36138153,22.23076439,64.68635559,31.72681999,133.4781342,3895.446777,40.08584595,4.001317978,213.0436859,103.7626877,200.1138306,180.3521576,79.69769287,2.801635265,0.482942253,-0.012293221,0.1465462,0.184439078,0.045307275,58.69808579,161.0968323,79.70706177,185.4328766,-0.221800849,-0.016328661,80.14414978,60.1828804,40.74907303,60.12504578,45.76292038,216.2323151
24.07.2021 06:00,2.31227684,1.895151854,13.56416893,22.36567307,11954.61719,18.01436997,22.28917885,14.15584564,-0.079833992,57.51843262,22.26585579,64.93698883,31.67926216,132.8265686,3898.689941,39.99232864,4.004115105,185.1021271,103.5339203,200.1065369,180.6730194,79.62573242,2.808519125,0.483505756,-0.01229322,0.146880418,0.184908822,0.045364223,58.47821426,160.9222412,79.06304169,185.5287781,-0.221845433,-0.017718146,79.97298431,60.2217598,40.62696075,60.04007721,50.44710541,169.9234772
24.07.2021 07:00,2.378909349,1.641430378,13.54854584,22.33968926,11956.93359,18.32283402,22.41281128,14.0729332,-0.079885542,55.23033524,22.19242287,64.68442535,32.00104904,133.9532471,3901.157471,39.87148666,4.006912708,205.8846283,102.0323944,199.9483643,180.6799469,79.54936218,2.798110724,0.492634714,-0.012293219,0.146564409,0.185766563,0.045395844,58.25953674,160.6325836,78.85255432,185.3914337,-0.221104905,-0.01915345,79.80258942,60.0672226,40.5048523,59.95511246,47.5190239,162.302948
